P.1	P.2	P.3	P.JF.C.1	P.JF.C.2	P.JF.C.3	P.SC.1	P.SC.2	P.SC.3	P.JF.1	P.JF.2	P.JF.3	Control.1	Control.2	Control.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.000940165	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00037506	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4.27E-05	0	0	4.29E-05	0	0.000112533	0.000124227	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000824209	0	0.000886104	0.00050046	0.000337636	0.000321128	0.000147632	0.000162973	0.000129411	0	0.000127377	0.000512229	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00012003	0.00022375	0	0	0.000567067	0.000322664	0	0.000162973	0.000518882	0	0	0	0.000188033	0	0.00014005
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000183611	0.000291442	0.000230299	0	0.000234005	0	0	0	6.73E-05	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.12E-05	0	0.00011515	0	0	0	0	0	0	0	0	0	0	0	0
0.000175364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000557735	0.000177057	0	0.000790199	0	0.000338029	0	0.000561056	0.000445513	0	0.000402244	0	0.000890682	0.000781019	0.000220078
6.09E-05	0	0.000172724	6.91E-05	0.000117003	0.000170437	0	0	0.000133873	0	0.000463477	0	0	0	0.000216998
0.000180528	4.18E-05	0.00012851	0.000612257	0	4.14E-05	5.51E-05	0.000182368	0.000298513	0.000157054	0.000146121	9.73E-05	0.00014544	6.38E-05	0.000263873
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000363622	0.000950427	0.001792067	0.000772415	0.000780434	0.00082401	0.000455924	0.000376553	9.99E-05	0.000316126	0.000981988	0.000394023	0.000434986	0	0.000215224
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000286965
0	0	0	6.27E-05	0	0.000214596	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	8.89E-05	0.000338029	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.006989905	0.004766032	0.005138429	0.007710732	0.005549772	0.004722363	0.006369447	0.007452203	0.004995441	0.00537644	0.00446172	0.004153922	0.008539888	0.006738539	0.008817166
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.000173153	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	5.34E-05	0	0	0	0	0	0	0	0	0	0	0
0	0	4.09E-05	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6.22E-05	0	0	0.00019454	0	0	0	0
0	0	0	0	0	0	0	0	0	5.25E-05	0	0	0	0	0
0	0	0	0	0.00010792	0.000102644	0	0	0.000248185	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000116633	0	0	0	0.000111484	0	0	0.000161436	0	0	0.000126176	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.000184518	0	0.000136778
0.000915788	0.000327063	0.000107686	0	0.000218838	0.000832553	0.000143532	0	0.000503265	0.000266365	0	0.000249	0	0	0.000135511
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4.43E-05	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000677432	0.000107527	0.001433849	0	0.00016188	0	0.000136606	0	0.000124093	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.000172332	0	0.000126727	0	8.31E-05	0	6.64E-05	7.71E-05	0	0	0	0	0
0.00421002	0.003714064	0.005144123	0.005102063	0.003755126	0.003848118	0.001278981	0.001341653	0.001593464	0.001457907	0.001225422	0.001593153	0.000498163	0.000598577	0.000532645
0.000859214	0.001159242	0.001010338	0.000735473	0.000912531	0.000650935	0.000418957	3.30E-05	0.000157392	0.000166607	0.000154918	7.79E-05	0	0.000133688	0.000113013
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2.52E-05	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	4.01E-05	0	0	0	0	0	0	0	0	0	0
0.000280449	0.000178061	0.000285806	9.93E-05	8.94E-05	2.12E-05	5.86E-05	3.23E-05	2.57E-05	0	2.53E-05	5.08E-05	7.46E-05	0	2.77E-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2.23E-05	2.52E-05	2.26E-05	4.31E-05	0	3.28E-05	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2.22E-05	2.19E-05	0	4.46E-05	2.12E-05	0	9.68E-05	5.12E-05	2.71E-05	0	0	0	0.000163172	2.76E-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.39E-05	0.000181127	0.000155953	5.03E-05	0.000113487	8.45E-05	5.84E-05	6.66E-05	0.000182328	0.000110459	0.000177912	0.000256892	0.000189605	3.25E-05	2.75E-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.13E-05	9.06E-05	0.000111828	0	2.27E-05	2.16E-05	2.98E-05	0	0	5.53E-05	0	0	0	3.33E-05	8.44E-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4.54E-05	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.000211023	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.50E-05	6.79E-05	2.24E-05	0.000151509	2.27E-05	0.00010801	0	0	0	0	0	0	3.80E-05	0.000132791	0.000140561
9.64E-05	0	9.06E-05	0.000127967	6.91E-05	2.19E-05	3.02E-05	0	0	8.41E-05	0.000130383	0	0	0.000101342	8.57E-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.77E-05	4.54E-05	0.000179399	0	0	6.50E-05	0	0	2.62E-05	5.55E-05	2.58E-05	5.19E-05	0	0	2.82E-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000162673	0.000206453	0.003366611	0	0.000259151	9.86E-05	6.80E-05	0	0.000357583	6.31E-05	0	0.000235895	8.66E-05	0	6.42E-05
0.000251195	0	0.001305923	0	6.06E-05	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	7.92E-05	0	0	0	0	0	8.53E-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.000137202	0	0	0	0	0	0	0	0	0	0	0
0.000873558	0.0011687	0.001221527	0.000953361	0.000857239	0.000580307	0.000207363	0.000163472	2.59E-05	0.000137302	0.000255632	0.000154256	0	6.62E-05	8.38E-05
0	0	0.00024104	6.79E-05	6.11E-05	0	8.01E-05	0	0	0	0.000138239	0	0	0	0
0.000284733	0.000384189	0.00020084	7.56E-05	0.000272183	0.000129437	0	3.28E-05	5.22E-05	0.000110432	5.13E-05	5.16E-05	0.000113686	3.32E-05	0
5.97E-05	0.000229958	0.000402912	0.000262009	0.000228353	5.66E-05	0.000156185	0	6.85E-05	7.25E-05	6.74E-05	0	0	0	0
0.001145495	0.000578561	0.001141583	0.001960745	0.001673394	0.001550518	0.00070601	0.0008411	0.001259777	0.001496609	0.001289185	0.001372006	0.000674005	0.00078726	0.000777329
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001321618	0.001281552	0.001378886	0.00132775	0.001332171	0.001332571	0.000994259	0.000864757	0.000765901	0.000922572	0.001169793	0.001280573	0.000537237	0.000639337	0.000625801
0.000150312	0.00035788	0.001060497	0.000718745	0.000431025	0.000751576	9.42E-05	0.000416102	0.000413013	0.000174878	0.000569133	0.000735649	0	0.000210487	8.90E-05
0.002118219	0.002247086	0.002519055	0.002510857	0.002303178	0.002368198	0.003144271	0.004111597	0.004046026	0.002124221	0.002739883	0.003679712	0.001787931	0.002999127	0.003168591
0	0	6.14E-05	0	0	5.93E-05	0	0	0	0	0	0	0	0	0
2.37E-05	6.76E-05	0.000111293	0.000175951	0.000158296	8.60E-05	5.93E-05	3.27E-05	2.60E-05	5.51E-05	0	0	0	0	2.80E-05
0	0	0	5.63E-05	0	0	0	0.000146571	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.002075582	0.001881634	0.002303796	0.002373593	0.002037131	0.002013073	0.001620655	0.001442713	0.001563156	0.00208751	0.001531696	0.00156514	0.002623241	0.00113099	0.0020289
0.001873616	0.001618868	0.001895334	0.00312558	0.002381496	0.001552852	0.000714312	0.000986991	0.001148768	0.001077091	0.00151438	0.002300154	0.00041765	0.00033268	0.001615724
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.003764714	0.002665685	0.003337463	0.005289946	0.003805813	0.00251644	0.005484416	0.006568971	0.003831243	0.002853915	0.005307393	0.003010471	0.005913141	0.00480182	0.007024165
0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.58E-05	0	0	0	0	0.000130692	0	0	0	0	0	0	0	0	0
3.14E-05	7.47E-05	7.38E-05	8.34E-05	3.00E-05	5.71E-05	3.93E-05	0	0.000103463	0	0	8.53E-05	0	2.20E-05	5.57E-05
0	0	9.71E-05	0	0	0	0	0	0	0	0	0	0	0	0
0	9.71E-05	0.000147575	0	0	0	0	0	0	0	0.000165459	0	0	0	0
0	0	0	0	0	0	0	0	0	0	5.67E-05	0	8.37E-05	7.34E-05	6.20E-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2.24E-05	4.43E-05	2.50E-05	2.25E-05	2.14E-05	0	0	0	2.74E-05	0	0	0	0	0
7.07E-05	4.49E-05	0.00017739	0.000225422	9.01E-05	0.000128574	8.87E-05	0	5.18E-05	5.48E-05	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.28E-05	0.000119688	0.000177259	0.000534164	6.00E-05	5.71E-05	0	0	0	0	6.79E-05	0	0	0	0.00014877
0.000855909	0.000950998	0.000894624	0.001667397	0.001408982	0.000605202	0.000298104	0.000493621	0.000391966	0.000248949	0.000334366	0.000724017	0.000113905	0	0.000281446
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.002135451	0.001819659	0.001127768	0.002109892	0.000931058	0.001158006	0.002348698	0.001555655	0.0017294	0.001917831	0.0009727	0.000774165	0.001196573	0.000944323	0.001951361
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.000127105	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.84E-05	9.22E-05	9.10E-05	0.000257085	4.63E-05	0.00013197	0	0	0	0	0	0	0	0	0
0	0	0.000106698	0	0.000325246	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000793963	0.000648124	0.004694724	0	0.000108415	0	0.000142215	0	0.000249324	0	0	0	0	0	0
0.000528463	0	0	0.000376927	0.000330553	0.000165286	0	0.00025165	0	0.000201171	0.000164106	0.000385792	0	0	0
0	0	0	0	0	0	0	0	0	6.01E-05	5.58E-05	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000238959	0.00040998	0.000576105	0.000423149	7.67E-05	0.000440218	0.000757013	0.00048989	0.000168274	0	0.00023905	0.000379525	0	0	0
0.000506989	0.000244448	0.000842656	0.000290858	0.000174425	0.000623567	0	0	0.000100281	0.000180927	9.87E-05	0.000198465	0	0	0.000400108
0	0	0	0	0	0	0	0	0	0.000437528	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.73E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00010445	4.41E-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00016056	0.000305825	0.003171849	0	0.000920826	0	0	0.000444473	0.002470571	0.000373603	0.000173696	0.000174624	0	0.000674516	0.000380135
0.001943257	0.002297417	0.004223401	0.002064905	0.001409106	0.001583882	0.00109224	0.002782472	0.001988509	0.000935527	0.000869895	0.000655903	0.002140212	0.001219857	0.000951883
0.000424983	0.000294357	0.000472473	0.000164213	0.000221574	0.00031611	0	0	0	0	0	0	0	5.41E-05	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	5.89E-05	0.000133034	0	5.69E-05	7.85E-05	0	0	0.000145658	0	0	0	0	0
0.000121804	0	0	6.47E-05	0	5.54E-05	0.000152723	8.43E-05	6.69E-05	7.09E-05	0	0	0.000194517	0.000255851	0.000576757
0	5.99E-05	0	6.69E-05	0	0	0	0	0	0	0	6.84E-05	0	0	7.45E-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.000125592	0.000296845	7.01E-05	0	5.99E-05	0	0	0	0	0	0	0	0.000170322	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.52E-05	0	0	0	0	0	0.000164909	9.03E-05	7.17E-05	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.000137951	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000252954	0.000120453	0.000534191	0.000371861	0	0.000130474	0	0	6.95E-05	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.74E-05	0	0.000145604	0	3.70E-05	3.52E-05	0	0	0	9.00E-05	0	0.000126254	0	5.42E-05	4.58E-05
0	0	0	0	0	0	0	0	0.000170118	0	0	8.42E-05	6.18E-05	0	0
0.001272292	0.001769751	0.001783759	0.00235938	0.00198071	0.001827276	0.002429121	0.002467097	0.001873643	0.001901538	0.002707747	0.0018148	0.002098486	0.001115228	0.002717684
0	7.35E-05	0	0.000242941	0	0	0	0	0	0	0	0	0	0	4.57E-05
0	0.000333234	0.000219436	0.000247869	0	0.000106033	0	0	0	0	0.000126176	0	0	0	0
3.84E-05	0	0	0	0	0	0	0	4.22E-05	0	0	0	6.13E-05	0	0
7.60E-05	0	0.00014292	0.000161439	0.00014522	6.91E-05	0.00014287	0.000315432	0	0.000132569	4.11E-05	0.000165235	6.07E-05	5.32E-05	0.000134887
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3.69E-05	0	0	0	0	0	0	4.25E-05	4.50E-05	0	4.21E-05	0	0	0
0	0	0	0	0	0	0	0.000176414	0.000280168	0	0	0.000208287	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.87E-05	0	0	0	3.78E-05	3.60E-05	0	0	0	4.50E-05	0	0	0	5.42E-05	0
0	0	0	0	0	0	0	0	0	0.000183232	0.000146171	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.000334702	0	0	0	0.000213903	0	0.000359593	0	0	0	0	0
0.000162673	0.000299981	0	0.000167351	0.000456567	0.000429534	0	0	0	0.000366465	0.000170377	0	0.000259782	0	0.000186436
0	0.000619698	0	0	0	0.000443663	0.00019747	0.001089949	0	0.000183232	0.000340755	0.000342574	0.000754527	0.000441085	0
0	0	0	0	0	0	0	0.00043598	0	0.000186802	0	0	0.000507918	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001024165	0.00013934	0.000137634	0	0.000839096	0.001064092	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.000136236	0	0	0	0	0.000162117	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.000552782	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.000336848	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.000336848	0	0.000288192	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000180484	0	0.000339565	0	0	0	0	0.000249813	0	0	0.0003905	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00925339	0.007223473	0.017837595	0.006447639	0.006669871	0.011308426	0.004755033	0.007138834	0.00883646	0.004059213	0.009518141	0.009403966	0.002664761	0.003186365	0.003950607
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000159868	5.08E-05	0.001197239	0	0.000101873	1.88E-05	0.000283928	0.000323156	0.000192931	5.11E-05	0.000137645	0	0.000205644	3.21E-05	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.01161158	0.012891917	0.012475635	0.013147217	0.012266543	0.009083135	0.013409332	0.015035051	0.011565958	0.009727918	0.011319691	0.012207559	0.013755386	0.013503057	0.016621254
0.001264778	0.001527117	0.000980656	0.001030146	0.000609385	0.001457755	0.001073981	0.000877589	0.000204333	0.001158049	0.000563767	0.000808783	0.001362297	0.000520679	0.000353733
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7.77E-05	0.000114124	0	0
7.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000144177	0	0.000135628	0	0	0	9.04E-05	0.000199559	0	0	7.80E-05	7.84E-05	0	0.000201896	0
7.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181522
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001164688	0.001713921	0.001392556	0.001691119	0.001424552	0.001065457	0.003327919	0.002194624	0.000927153	0.000987811	0.000343451	0.000580603	0.002190202	0.001773848	0.000874041
7.02E-05	0	0	0	0	6.39E-05	0	0	0	0.000148286	0	7.64E-05	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
